ID,title,image_link,platform1,platform2,platform3,platform4,platform5,platform6,score
162,Binaries,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.012430256
163,The Binding of Isaac: Rebirth,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Binding_of_Isaac_Rebirth_Header.png/220px-Binding_of_Isaac_Rebirth_Header.png,PS4\,WiiU\,XboxOne,na,na,na,0.000815099
164,Biomutant,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Biomutant_Promo_Image.png/220px-Biomutant_Promo_Image.png,PS4\,XboxOne,na,na,na,na,0.012401145
165,BioShock: The Collection,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/BioShock-_The_Collection.jpg/220px-BioShock-_The_Collection.jpg,PS4,na,na,na,na,na,0.007986027
166,Birthdays the Beginning,unreleased,PS4,na,na,na,na,na,0.040958711
167,Bit.Trip,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Bit.trip_logo.png/250px-Bit.trip_logo.png,PS4,na,na,na,na,na,0.019183931
168,Black & White Bushido,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.000591917
169,Black the Fall,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Black_the_Fall.png/220px-Black_the_Fall.png,PS4\,Switch\,XboxOne,na,na,na,0.016913299
170,Black Desert Online,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Black_Desert_Online_Logo_%28En%29.png/220px-Black_Desert_Online_Logo_%28En%29.png,PS4\,XboxOne,na,na,na,na,0.006055019
171,Blackguards 2,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Blackguards_2_cover_art.jpg/220px-Blackguards_2_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.008577944
172,Blackhole: Complete Edition,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Blackhole_Cover.jpg/220px-Blackhole_Cover.jpg,PS4\,XboxOne,na,na,na,na,0.00114502
173,Blackwood Crossing,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Blackwood_Crossing_logo_B%2BW_cropped.png/220px-Blackwood_Crossing_logo_B%2BW_cropped.png,PS4\,XboxOne,na,na,na,na,0.001290573
174,Blade Arcus from Shining EX,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Blade_Arcus_from_Shining_cover.png/220px-Blade_Arcus_from_Shining_cover.png,PS4\,PS3,na,na,na,na,4.85E-05
175,Blade Ballet,unreleased,PS4,na,na,na,na,na,0.00668575
176,Blade Strangers,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Blade_Strangers.png/220px-Blade_Strangers.png,PS4\,Switch,na,na,na,na,0.140944156
177,Bladestorm: Nightmare,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Bladestorm.jpg/220px-Bladestorm.jpg,PS4\,XboxOne,na,na,na,na,0
178,Blasting Agent: Ultimate Edition,unreleased,PS4\,WiiU,na,na,na,na,0.000126146
179,BlazBlue: Central Fiction,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/BlazBlue_Central_Fiction.jpg/220px-BlazBlue_Central_Fiction.jpg,PS4\,PS3\,Switch,na,na,na,0.001028577
180,BlazBlue: Chrono Phantasma Extend,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/BlazBlueChronophantasma.jpg/220px-BlazBlueChronophantasma.jpg,PS4,na,na,na,na,na,0
181,BlazBlue: Cross Tag Battle,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/BlazBlue_Cross_Tag_Battle.png/220px-BlazBlue_Cross_Tag_Battle.png,PS4\,Switch,na,na,na,na,0.008160691
182,Bleed,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.006317015
183,Bleed 2,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.005802727
184,Bloodborne,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Bloodborne_Cover_Wallpaper.jpg/220px-Bloodborne_Cover_Wallpaper.jpg,PS4,na,na,na,na,na,0.012750473
185,Blood Bowl 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Blood_Bowl_2_cover_art.jpg/220px-Blood_Bowl_2_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.020794721
186,Bloodstained: Ritual of the Night,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Bloodstained_ritual_of_the_night_logo.png/220px-Bloodstained_ritual_of_the_night_logo.png,PS4\,Switch\,XboxOne,na,na,na,0.002959585
187,Bloons TD 5,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Bloons_TD_iOS_Logo.jpg/250px-Bloons_TD_iOS_Logo.jpg,PS4\,Switch\,XboxOne,na,na,na,0.007646402
188,Blue Estate,unreleased,PS4\,XboxOne,na,na,na,na,0.042258988
189,Blue Reflection,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Blue_Reflection_cover.png/220px-Blue_Reflection_cover.png,PS4,na,na,na,na,na,0.02463733
190,Blue Rider,unreleased,PS4\,XboxOne,na,na,na,na,0.024511183
191,Blues and Bullets,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Blue_and_Bullets_cover_art.jpeg/220px-Blue_and_Bullets_cover_art.jpeg,PS4\,XboxOne,na,na,na,na,0.023337053
192,Boiling Bolt,unreleased,PS4\,XboxOne,na,na,na,na,0.02493814
193,Bomber Crew,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.07091359
194,The Book of Unwritten Tales 2,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Book_of_Unwritten_Tales_2_cover.jpg/220px-The_Book_of_Unwritten_Tales_2_cover.jpg,PS4\,WiiU\,XboxOne,na,na,na,0.00130998
195,Borderlands: The Handsome Collection,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Borderlands_THC.jpg/220px-Borderlands_THC.jpg,PS4\,XboxOne,na,na,na,na,0.02376401
196,Bound,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Bound_PS4_Cover.jpg/220px-Bound_PS4_Cover.jpg,PS4,na,na,na,na,na,0.004211343
197,Bound by Flame,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Bound_by_Flame_cover.jpg/220px-Bound_by_Flame_cover.jpg,PS4\,PS3\,Xbox360,na,na,na,0.030721459
198,Boundless,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Boundlesslogo.jpg/220px-Boundlesslogo.jpg,PS4,na,na,na,na,na,0.162641308
199,Brawl,unreleased,PS4\,Switch,na,na,na,na,0.008674979
200,Brawlout,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Brawlout_icon.png/220px-Brawlout_icon.png,PS4\,Switch\,XboxOne,na,na,na,0.002202707
201,The Bridge,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/The-Bridge-video-game-logo.png/220px-The-Bridge-video-game-logo.png,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne,0.007423221
202,Bridge Constructor Portal,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Bridge_constructor_portal_art.jpg/220px-Bridge_constructor_portal_art.jpg,PS4\,Switch\,XboxOne,na,na,na,0.006491679
203,Broforce,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Broforce.png/220px-Broforce.png,PS4\,Switch,na,na,na,na,0.00477415
204,Broken Age: The Complete Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Broken_age_logo.png/220px-Broken_age_logo.png,PS4\,XboxOne,na,na,na,na,0.00796662
205,Broken Sword 5: The Serpent's Curse,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Broken_SwordThe_Serpent%27s_Lair_promotional_artwork.png/220px-Broken_SwordThe_Serpent%27s_Lair_promotional_artwork.png,PS4\,Switch\,XboxOne,na,na,na,0.001601087
206,Brothers: A Tale of Two Sons,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Brothers_A_Tale_of_Two_Sons_cover_art.jpg/220px-Brothers_A_Tale_of_Two_Sons_cover_art.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.044927466
207,Brutal,unreleased,PS4,na,na,na,na,na,0.023958081
208,Bubsy: Paws on Fire!,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Bubsy_the_Bobcat.png/250px-Bubsy_the_Bobcat.png,PS4\,Switch,na,na,na,na,0.001416719
209,Bubsy: The Woolies Strike Back,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bubsy_The_Woolies_Strike_Back_Artwork.png/220px-Bubsy_The_Woolies_Strike_Back_Artwork.png,PS4,na,na,na,na,na,5.82E-05
210,The Bug Butcher,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.011236718
211,BugsBox,unreleased,PS4,na,na,na,na,na,0.018747271
212,Buildings Have Feelings Too!,unreleased,PS4,na,na,na,na,na,0.101586531
213,Bulletstorm: Full Clip Edition,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Bulletstorm.jpg/220px-Bulletstorm.jpg,PS4\,XboxOne,na,na,na,na,0.000320217
214,Burnout Paradise Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Burnout_Paradise_Boxart_2.jpg/220px-Burnout_Paradise_Boxart_2.jpg,PS4\,XboxOne,na,na,na,na,0.002998399
215,Bush Hockey League,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Old_Time_Hockey_cover.png/220px-Old_Time_Hockey_cover.png,PS4\,XboxOne,na,na,na,na,0
216,Butcher,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.031352191
217,Caladrius Blaze,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Caladrius_Blaze.jpg/220px-Caladrius_Blaze.jpg,PS4\,PS3,na,na,na,na,0.000853913
218,The Caligula Effect: Overdose,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Caligula_cover_art.png/220px-Caligula_cover_art.png,PS4\,Switch,na,na,na,na,0.009926738
219,Call of Cthulhu,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Call_of_Cthulhu_cover_art.png/220px-Call_of_Cthulhu_cover_art.png,PS4\,XboxOne,na,na,na,na,0.017476105
220,Call of Duty: Advanced Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Advanced_Warfare.jpg/220px-Advanced_Warfare.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.006326719
221,Call of Duty: Black Ops III,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Black_Ops_3.jpg/220px-Black_Ops_3.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.005113774
222,Call of Duty: Black Ops IIII,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Call_of_Duty_Black_Ops_4_official_box_art.jpg/220px-Call_of_Duty_Black_Ops_4_official_box_art.jpg,PS4\,XboxOne,na,na,na,na,0.000902431
223,Call of Duty: Ghosts,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Call_of_duty_ghosts_box_art.jpg/220px-Call_of_duty_ghosts_box_art.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na,0.012129445
224,Call of Duty: Infinite Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Call_of_Duty_-_Infinite_Warfare_%28promo_image%29.jpg/220px-Call_of_Duty_-_Infinite_Warfare_%28promo_image%29.jpg,PS4\,XboxOne,na,na,na,na,0.018097133
225,Call of Duty: Modern Warfare Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Call_of_Duty_-_Modern_Warfare_Remastered.jpeg/220px-Call_of_Duty_-_Modern_Warfare_Remastered.jpeg,PS4\,XboxOne,na,na,na,na,0.05904614
226,Call of Duty: WWII,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Call_of_Duty_WWII_Cover_Art.jpg/220px-Call_of_Duty_WWII_Cover_Art.jpg,PS4\,XboxOne,na,na,na,na,0.012798991
227,Calvino Noir,unreleased,PS4,na,na,na,na,na,0
228,Candlelight,unreleased,PS4,na,na,na,na,na,0.018815196
229,Candleman: The Complete Journey,unreleased,PS4,na,na,na,na,na,0
230,Cannon Brawl,unreleased,PS4\,XboxOne,na,na,na,na,0.006773082
231,Capsule Force,unreleased,PS4,na,na,na,na,na,0.018310611
232,Carmageddon: Max Damage,https://upload.wikimedia.org/wikipedia/en/f/fd/Carmageddon_Reincarnation_cover.jpg,PS4\,XboxOne,na,na,na,na,0.001028577
233,Cars 3: Driven to Win,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Cars_3_Driven_to_Win.jpg/220px-Cars_3_Driven_to_Win.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne,0.001436126
234,Car Mechanic Simulator 2018,unreleased,PS4,na,na,na,na,na,0.000650138
235,Cartoon Network: Battle Crashers,https://upload.wikimedia.org/wikipedia/en/f/f7/CartoonNetworkBattleCrashers.jpg,PS4\,Switch\,XboxOne,na,na,na,4.85E-05
236,Castle Crashers: Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Castle_Crashers_cover.jpg/220px-Castle_Crashers_cover.jpg,PS4\,XboxOne,na,na,na,na,0.08714764
237,The Castle Game,unreleased,PS4,na,na,na,na,na,0.05467954
238,Castles,unreleased,PS4\,XboxOne,na,na,na,na,0.007180632
239,CastleStorm: Definitive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/CastleStorm_Logo.png/220px-CastleStorm_Logo.png,PS4,na,na,na,na,na,0.000989763
240,Catherine: Full Body,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Catherine_Cover_Art.png/220px-Catherine_Cover_Art.png,PS4,na,na,na,na,na,0.021852409
241,Catlateral Damage,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Catlateral_Damage_v1.0.8_PC_Title_Screen.png/220px-Catlateral_Damage_v1.0.8_PC_Title_Screen.png,PS4,na,na,na,na,na,0.000824802
242,Cat Quest,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Cat_quest_art.jpg/220px-Cat_quest_art.jpg,PS4\,Switch,na,na,na,na,0.024307409
243,Cel Damage HD,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Cel_Damage.jpg/220px-Cel_Damage.jpg,PS4\,PS3\,XboxOne,na,na,na,0.00302751
244,Celeste,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Celeste_box_art_final.png/220px-Celeste_box_art_final.png,PS4\,Switch\,XboxOne,na,na,na,0.024782883
245,Chaos;Child,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Chaos%3BChild_cover.png/220px-Chaos%3BChild_cover.png,PS4\,XboxOne,na,na,na,na,0.046121003
246,Chaos Code: New Sign of Catastrophe,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Chaos_Code_Cover_Art.png/220px-Chaos_Code_Cover_Art.png,PS4,na,na,na,na,na,0.000970356
247,Chaos on Deponia,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/ChaosOnDeponiaCover.jpg/220px-ChaosOnDeponiaCover.jpg,PS4\,XboxOne,na,na,na,na,0.001901897
248,Chariot,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Chariot_game_logo.png/220px-Chariot_game_logo.png,PS4\,PS3\,WiiU\,XboxOne,na,na,0.032953277
249,Chasm,unreleased,PS4\,XboxOne,na,na,na,na,0.011333754
250,Chess Ultra,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.003988162
251,Child of Light,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Child_of_Light_art.jpg/220px-Child_of_Light_art.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne,0.200543399
252,Children of Morta,unreleased,PS4,na,na,na,na,na,0.000213478
253,Children of Zodiarcs,unreleased,PS4,na,na,na,na,na,1.94E-05
254,Chimparty,unreleased,PS4,na,na,na,na,na,0
255,Chime Sharp,https://upload.wikimedia.org/wikipedia/en/6/62/Chime_Coverart.png,PS4\,XboxOne,na,na,na,na,0.01028577
256,Chivalry: Medieval Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Chivalry_Medieval_Warfare_cover_art.jpg/220px-Chivalry_Medieval_Warfare_cover_art.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.001407016
257,ChromaGun,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/ChromaGun_Logo.jpg/220px-ChromaGun_Logo.jpg,PS4\,Switch\,XboxOne,na,na,na,0.0114599
258,Chroma Squad,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Chroma_Squad_logo.png/220px-Chroma_Squad_logo.png,PS4\,XboxOne,na,na,na,na,0.056911358
259,The Church in the Darkness,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/The_Church_in_the_Darkness_banner.jpg/220px-The_Church_in_the_Darkness_banner.jpg,PS4\,XboxOne,na,na,na,na,0.031575372
260,Cities: Skylines,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Cities_Skylines_cover_art.jpg/220px-Cities_Skylines_cover_art.jpg,PS4\,Switch\,XboxOne,na,na,na,0.003609723
261,Citizens of Earth,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/CitizensOfEarth.jpg/220px-CitizensOfEarth.jpg,PS4\,WiiU,na,na,na,na,0.036378633
262,City Shrouded in Shadow,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/CSIS_PS4_cover.jpg/220px-CSIS_PS4_cover.jpg,PS4,na,na,na,na,na,0.001824269
263,Claire: Extended Cut,unreleased,PS4\,XboxOne,na,na,na,na,0.022065887
264,Claybook,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.001115909
265,Clockwork Tales: Of Glass and Ink,unreleased,PS4\,XboxOne,na,na,na,na,0.000281403
266,Clustertruck,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Clustertruck.svg/220px-Clustertruck.svg.png,PS4,na,na,na,na,na,0.002833438
267,Code Vein,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Code_vein.png/220px-Code_vein.png,PS4\,XboxOne,na,na,na,na,0.066556693
268,Coffin Dodgers,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.001756344
269,Collectems,unreleased,PS4,na,na,na,na,na,0
270,Comet Crash 2,unreleased,PS4,na,na,na,na,na,0.023075057
271,Commander Cherry's Puzzled Journey,unreleased,PS4,na,na,na,na,na,0
272,Conan Exiles,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Conan_Exiles_Game_Cover.jpg/220px-Conan_Exiles_Game_Cover.jpg,PS4\,XboxOne,na,na,na,na,0.004851778
273,Conarium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Conarium_Key_Art.jpg/220px-Conarium_Key_Art.jpg,PS4\,XboxOne,na,na,na,na,0.005142885
274,Concrete Genie,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Concrete_Genie_artwork.png/220px-Concrete_Genie_artwork.png,PS4,na,na,na,na,na,0.009121343
275,Conga Master,unreleased,PS4\,XboxOne,na,na,na,na,0.000174664
276,Construction Simulator 2 US - Console Edition,unreleased,PS4\,XboxOne,na,na,na,na,0
277,Constructor HD,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Constructor-pc.jpg/220px-Constructor-pc.jpg,PS4\,XboxOne,na,na,na,na,0.001649605
278,Constructor Plus,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Constructor-pc.jpg/220px-Constructor-pc.jpg,PS4\,Switch,na,na,na,na,0.013060987
279,Contrast,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Contrast_game_logo.jpg/220px-Contrast_game_logo.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na,0.012507884
280,Control,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/D1IOd0BWsAAiX5T.jpg/220px-D1IOd0BWsAAiX5T.jpg,PS4\,XboxOne,na,na,na,na,0.001872786
281,Cosmochoria,unreleased,PS4,na,na,na,na,na,0
282,Costume Quest 2,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Costume_Quest_2_cover_art.jpg/220px-Costume_Quest_2_cover_art.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na,0.004560671
283,The Count Lucanor,unreleased,PS4\,Switch\,XboxOne,na,na,na,0.001698122
284,CounterSpy,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Counterspy-store-artwork.jpg/220px-Counterspy-store-artwork.jpg,PS4\,PS3,na,na,na,na,0.034127408
285,Crash Bandicoot N. Sane Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Crash_Bandicoot_N._Sane_Trilogy_cover_art.jpg/220px-Crash_Bandicoot_N._Sane_Trilogy_cover_art.jpg,PS4\,Switch\,XboxOne,na,na,na,0.036504779
286,Crash Team Racing Nitro-Fueled,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Crash_Team_Racing_Nitro-Fueled_cover_art.jpg/220px-Crash_Team_Racing_Nitro-Fueled_cover_art.jpg,PS4,na,na,na,na,na,0.01216826
287,Crawl,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Crawl_box_art.png/220px-Crawl_box_art.png,PS4\,Switch\,XboxOne,na,na,na,0.014118674
288,Crazy Strike Bowling EX,unreleased,PS4\,XboxOne,na,na,na,na,0
289,The Crew,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/The_Crew_box_art.jpg/220px-The_Crew_box_art.jpg,PS4\,Xbox360\,XboxOne,na,na,na,0.004172529
290,The Crew 2,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/The_Crew_2_box_art.jpg/220px-The_Crew_2_box_art.jpg,PS4\,XboxOne,na,na,na,na,0.005385474
291,CrossCode,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/CrossCode%2C_cover_art%2C_Feb_2017.jpg/220px-CrossCode%2C_cover_art%2C_Feb_2017.jpg,PS4\,Switch,na,na,na,na,0.028227645
292,Crossing Souls,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Crossing_Souls_logo.png/220px-Crossing_Souls_logo.png,PS4\,Switch,na,na,na,na,0.042055213
293,Crows: Burning Edge,unreleased,PS4,na,na,na,na,na,0.001387609
294,Cyberpunk 2077,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Logo_of_Cyberpunk_2077.png/220px-Logo_of_Cyberpunk_2077.png,PS4\,XboxOne,na,na,na,na,0.03830964
295,Crypt of the NecroDancer,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Crypt_of_the_NecroDancer_logo.png/220px-Crypt_of_the_NecroDancer_logo.png,PS4\,Switch\,XboxOne,na,na,na,0.182388045
296,Cubers,unreleased,PS4\,Switch,na,na,na,na,0.068565329
297,Dandara,https://upload.wikimedia.org/wikipedia/en/f/f6/Dandara_video_game_cover.jpg,PS4\,Switch\,XboxOne,na,na,na,0.001135316
298,Danganronpa 1-2 Reload,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Danganronpa12reload.jpg/250px-Danganronpa12reload.jpg,PS4,na,na,na,na,na,0
299,Danganronpa V3: Killing Harmony,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/New_Danganronpa_V3_cover.png/220px-New_Danganronpa_V3_cover.png,PS4,na,na,na,na,na,0.001504051
300,Danganronpa Another Episode: Ultra Despair Girls,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Danganronpa_AnotherEpisode_Cover.jpg/220px-Danganronpa_AnotherEpisode_Cover.jpg,PS4,na,na,na,na,na,0.001261462
301,Danganronpa Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Danganronpa12reload.jpg/250px-Danganronpa12reload.jpg,PS4,na,na,na,na,na,0.003803794
302,Dangerous Golf,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Dangerous_golf_cover.png/220px-Dangerous_golf_cover.png,PS4\,XboxOne,na,na,na,na,0.010489544
303,Danger Zone,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Danger_Zone_cover.png/220px-Danger_Zone_cover.png,PS4\,XboxOne,na,na,na,na,0.039231478
304,Dangun Feveron,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Dangun_Feveron_arcade_flyer.jpg/220px-Dangun_Feveron_arcade_flyer.jpg,PS4\,XboxOne,na,na,na,na,0.000116443
305,Dariusburst Chronicle Saviours,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Darius_Burst_Cover.jpg/220px-Darius_Burst_Cover.jpg,PS4,na,na,na,na,na,2.91E-05
306,Dark Rose Valkyrie,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Dark_Rose_Valkyrie_cover.jpg/220px-Dark_Rose_Valkyrie_cover.jpg,PS4,na,na,na,na,na,0.002513221
307,Dark Souls Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Dark_Souls_Cover_Art.jpg/220px-Dark_Souls_Cover_Art.jpg,PS4\,XboxOne,na,na,na,na,0.034932803
308,Dark Souls II,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Dark_Souls_II_cover.jpg/220px-Dark_Souls_II_cover.jpg,PS4\,PS3\,Xbox360,na,na,na,0.048226675
309,Dark Souls III,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Dark_souls_3_cover_art.jpg/220px-Dark_souls_3_cover_art.jpg,PS4\,XboxOne,na,na,na,na,0.048954442
310,Darkest Dungeon,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Darkest_Dungeon_Logo.png/220px-Darkest_Dungeon_Logo.png,PS4\,Switch\,XboxOne,na,na,na,0.009645335
311,Darksiders: Warmastered Edition,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Darksiders_Cover.jpg/220px-Darksiders_Cover.jpg,PS4\,Switch\,WiiU\,XboxOne,na,na,0.013905196
312,Darksiders II: Deathinitive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/DarksidersII.jpg/220px-DarksidersII.jpg,PS4\,XboxOne,na,na,na,na,0.002969288
313,Darksiders III,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Darksiders_3_Box_Art.png/220px-Darksiders_3_Box_Art.png,PS4\,XboxOne,na,na,na,na,0.003347727
314,Daylight,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Daylight_Logo.jpg/220px-Daylight_Logo.jpg,PS4,na,na,na,na,na,0.014914366
315,Daymare: 1998,unreleased,PS4,na,na,na,na,na,7.76E-05
316,Day of the Tentacle: Remastered Edition,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Day_of_the_Tentacle_artwork.jpg/220px-Day_of_the_Tentacle_artwork.jpg,PS4,na,na,na,na,na,0.002649071
317,Days Gone,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Days_Gone_cover_art.jpg/220px-Days_Gone_cover_art.jpg,PS4,na,na,na,na,na,0.054165252
